enrolled,VerifyPhone,Other,VerifyDateOfBirth,location,is_weekend_enrolleddate,VerifyCountry,Credit,numscreens,BankVerification,idscreen,VerifyMobile,Loan_all,Alerts,age,user
1,1,9,1,1,1,1,1,42,1,0,0,1,0,19,288853
1,1,10,1,1,0,1,3,21,1,0,0,1,0,37,363050
0,0,3,0,0,1,0,0,6,0,0,0,1,0,39,274810
1,1,14,1,1,1,1,3,47,1,1,0,1,0,36,9258
1,1,6,0,0,0,0,3,16,0,0,0,1,0,56,353484
0,0,6,0,1,1,1,0,27,1,0,0,1,0,29,63604
1,1,8,1,1,0,1,1,50,0,1,0,1,0,32,132536
1,1,8,1,0,1,0,0,55,1,0,0,1,0,22,149825
0,1,3,1,1,0,0,4,22,0,0,0,0,0,23,105169
1,1,3,0,0,0,0,4,15,0,1,0,0,0,32,242146
0,1,6,1,1,0,1,1,56,0,1,0,1,0,28,355005
1,1,10,0,0,0,0,3,30,0,0,0,1,0,22,112922
0,0,4,1,0,0,0,0,5,0,0,0,0,0,44,84264
0,0,2,1,0,0,1,0,6,0,1,0,0,0,19,312924
1,1,7,1,1,1,1,1,49,0,1,0,1,0,25,279534
1,1,8,0,0,1,1,0,21,1,0,0,0,0,25,104634
0,1,9,1,1,0,1,0,21,0,0,0,0,0,21,22437
1,0,4,0,0,0,0,0,6,0,1,0,0,0,24,86137
0,0,3,0,0,0,0,0,10,0,0,0,2,0,29,183839
0,0,0,0,0,0,0,0,1,0,1,0,0,0,32,52816
1,1,4,0,1,0,1,0,8,0,0,0,0,0,33,168130
1,1,6,0,1,0,0,4,27,0,0,0,1,1,39,158221
1,1,10,0,1,0,1,0,28,1,0,0,0,0,40,109091
0,0,11,1,1,0,1,1,45,1,0,0,1,0,35,9527
1,1,8,1,1,1,1,3,73,0,0,0,1,0,24,268910
1,1,5,0,0,1,1,0,9,0,0,0,0,0,29,169302
0,0,3,1,0,0,0,2,11,0,1,1,0,0,36,106180
0,0,6,0,0,0,0,1,22,0,1,0,1,0,34,213984
1,1,14,1,1,0,1,1,26,1,1,0,1,0,19,39520
1,1,12,1,1,0,1,4,29,0,1,0,1,0,33,353795
1,0,3,0,0,0,0,1,7,0,0,0,1,0,26,81238
1,1,2,1,1,0,0,2,10,0,1,0,1,0,28,15609
1,1,12,1,1,0,1,0,21,0,1,0,1,0,21,231596
0,0,2,0,0,0,0,0,4,0,0,0,0,0,31,296518
0,0,1,0,0,0,0,1,9,0,0,0,1,1,49,320762
1,1,15,1,1,0,1,1,31,1,0,0,1,0,19,105458
0,0,4,0,0,0,0,0,13,0,0,0,2,0,23,359143
0,1,7,0,1,0,0,0,19,0,0,0,1,0,25,176726
0,1,8,1,1,0,1,0,24,1,0,0,1,0,37,19273
0,0,2,0,0,0,0,0,2,0,0,0,0,0,30,78362
0,0,5,1,1,0,1,0,10,0,1,0,0,0,17,318982
0,1,8,0,1,0,0,4,51,0,0,0,1,0,25,85784
0,1,13,1,1,0,1,0,25,1,1,0,1,0,27,110587
1,1,3,1,1,0,0,1,16,0,0,1,1,0,43,103439
1,1,3,1,1,1,0,0,9,0,0,0,0,0,37,72175
0,1,5,1,1,0,1,0,17,0,0,0,1,0,56,292791
0,0,6,0,0,1,0,1,19,0,0,0,1,0,28,108475
1,1,7,0,0,1,0,2,28,1,1,0,1,0,34,291688
1,1,10,0,0,0,1,1,32,1,0,0,1,0,19,10604
0,0,7,0,0,0,0,1,26,0,0,0,2,0,49,207966
1,0,10,1,1,0,1,1,24,1,1,0,1,0,24,214983
1,1,7,1,0,1,1,0,21,1,0,0,0,0,23,317347
1,0,10,0,1,0,0,1,58,1,0,1,1,0,22,324696
0,0,3,0,1,0,0,0,6,1,0,0,1,0,30,200291
0,0,6,1,1,0,1,1,38,0,1,0,0,0,23,306413
1,0,8,1,1,0,1,1,22,0,1,0,1,0,19,918
1,1,10,1,1,0,0,4,53,1,0,0,1,0,35,301556
0,0,3,0,0,0,0,0,3,0,0,0,0,0,34,154656
1,1,13,1,1,0,1,0,18,1,0,0,0,0,48,96947
0,1,10,1,1,0,0,1,56,0,0,0,1,1,32,155069
0,1,1,1,0,0,0,3,9,0,0,0,1,0,29,343217
1,1,15,1,1,0,1,0,42,1,0,0,1,0,34,146081
0,1,7,1,1,0,1,0,20,0,1,0,1,0,21,299794
0,0,3,0,0,0,0,1,24,0,0,0,2,1,28,150607
1,1,5,1,1,1,0,0,13,0,0,0,1,0,21,356358
0,1,19,1,1,1,1,1,52,1,0,0,2,0,27,291745
1,1,15,1,1,0,1,0,39,1,1,0,1,0,34,256984
1,1,9,1,1,1,1,0,16,0,0,0,1,0,29,84650
1,1,12,1,1,1,1,0,47,0,0,0,0,0,31,322061
1,1,11,0,0,0,1,0,21,1,0,0,1,0,26,343394
1,1,8,0,0,0,1,0,15,1,0,0,0,0,53,200072
1,1,9,1,1,0,1,4,24,1,0,0,1,0,42,8224
1,1,6,0,0,1,1,0,12,0,1,0,0,0,19,184
1,1,6,0,0,0,0,3,15,0,1,0,1,0,34,363345
0,1,7,0,1,0,1,1,49,1,0,0,1,0,26,36287
1,1,11,1,1,1,1,2,92,1,0,0,1,1,40,191387
0,0,4,0,0,0,0,1,7,0,0,0,0,0,26,196899
1,1,12,1,1,0,1,2,26,1,1,0,1,0,29,65559
1,1,5,0,0,0,0,3,26,1,1,0,0,0,24,285540
0,0,5,0,0,0,0,0,27,1,0,0,2,0,50,194206
1,0,1,0,0,0,0,0,2,0,0,0,0,0,37,159805
0,1,5,0,0,0,0,2,13,0,1,0,1,0,25,107517
0,0,5,0,0,0,0,3,54,0,0,0,2,1,57,59714
1,1,2,1,1,0,0,2,15,0,1,0,0,0,56,333938
0,0,1,0,0,0,0,1,6,0,0,0,1,0,20,199393
1,1,5,1,1,1,0,3,22,1,0,0,0,0,32,312351
0,0,6,0,0,0,0,0,6,0,0,0,0,0,25,104423
1,0,4,1,0,0,0,0,8,0,0,0,1,0,23,32048
1,0,2,1,1,0,0,1,7,0,1,0,0,0,24,18161
0,0,5,0,0,0,0,1,20,0,0,0,2,0,27,222871
0,0,2,0,1,0,0,1,16,0,0,0,0,0,32,187094
0,0,2,0,0,0,0,0,7,0,0,0,1,0,29,309810
0,0,2,0,0,0,0,0,6,0,0,0,2,0,32,146736
1,0,5,0,0,0,0,0,17,0,1,0,0,0,31,318645
0,0,3,1,1,1,0,1,8,0,0,1,0,0,22,211600
0,0,5,0,0,0,0,0,17,0,1,0,1,0,31,1726
0,1,7,0,1,0,1,0,16,1,0,0,1,0,19,124143
0,0,5,0,0,0,0,0,8,0,0,0,0,0,52,199876
0,0,5,0,0,0,0,0,13,0,0,0,2,1,35,77908
1,0,2,0,0,0,0,0,6,1,0,0,0,0,27,29002
0,0,2,0,0,0,0,0,4,0,1,0,0,0,23,184528
1,1,11,1,1,1,0,1,36,0,0,0,0,0,16,171431
0,1,7,0,0,0,1,1,16,0,1,0,1,0,33,359297
0,1,10,0,0,0,0,2,75,0,0,0,2,1,48,358331
0,1,5,1,1,0,1,0,11,0,0,0,0,0,32,131328
1,1,8,1,1,0,1,2,27,1,1,1,1,0,24,370905
1,0,5,0,0,1,0,0,8,0,1,0,0,0,38,147949
0,0,7,1,1,0,0,2,13,0,0,0,1,0,25,53892
0,0,4,1,0,0,0,0,5,0,0,0,0,0,18,119373
1,1,8,0,0,1,1,0,15,1,0,0,0,0,31,169021
1,1,10,1,1,0,1,1,50,1,1,0,1,0,23,289658
0,0,2,1,0,0,0,0,3,0,0,0,0,0,30,230079
1,1,8,1,1,0,1,1,22,0,1,0,1,0,33,62778
0,1,10,1,1,0,1,0,36,0,1,0,0,0,31,145829
1,1,6,0,0,0,0,2,13,1,0,0,0,0,38,345677
0,0,8,1,1,0,1,0,18,0,0,0,1,0,39,110808
0,0,4,0,0,0,0,3,11,0,0,0,2,0,58,289709
1,1,9,1,1,1,1,0,24,1,1,0,0,0,19,238337
0,0,2,0,0,1,0,0,8,0,0,0,0,0,36,212166
0,1,7,1,1,0,1,0,28,0,0,0,1,0,32,341022
0,0,1,0,0,0,0,0,4,0,0,0,1,0,39,7520
1,1,13,1,1,1,1,0,23,1,0,0,1,0,33,207245
0,0,5,0,0,0,0,0,6,0,0,0,1,0,36,88877
0,0,4,0,0,0,0,0,8,0,0,0,0,0,58,273016
0,0,1,0,0,0,0,0,3,0,1,0,1,0,27,3339
0,0,5,0,0,1,0,1,38,0,0,0,1,1,42,303793
0,0,1,0,1,0,1,0,5,0,0,0,0,0,36,197711
0,0,1,0,0,0,0,0,5,0,0,0,2,0,44,134554
0,0,1,0,0,0,0,0,4,0,0,0,2,0,28,43765
0,0,3,0,0,0,0,0,21,1,1,0,2,0,32,73963
0,0,2,0,0,0,0,3,16,0,0,0,2,1,42,309259
1,0,5,0,0,1,0,0,12,1,1,0,0,0,51,352064
1,1,8,1,1,1,1,1,36,0,1,0,1,0,17,346733
1,1,10,1,1,1,1,3,29,1,0,0,1,0,27,52705
0,0,6,0,1,0,1,1,19,1,0,0,0,0,51,106707
1,0,2,0,0,0,0,0,4,0,1,0,0,0,25,290581
1,0,3,0,0,1,0,0,3,0,0,0,0,0,37,102691
1,1,14,0,1,0,1,1,56,1,1,0,1,0,17,46520
0,0,3,0,0,0,0,0,17,0,0,0,2,0,59,114117
1,1,11,1,1,0,1,2,100,1,1,1,1,0,19,34819
1,1,11,1,1,0,1,0,29,1,1,0,1,0,30,28818
1,0,8,1,1,1,0,4,52,0,1,1,0,1,23,183152
1,1,5,1,1,1,0,0,9,0,0,0,0,0,35,174956
0,1,6,1,1,0,0,2,28,0,1,0,1,1,23,371942
0,0,5,0,0,0,1,0,7,0,0,0,0,0,28,10750
1,1,8,1,1,0,0,2,31,0,1,0,1,0,36,119901
0,0,4,0,0,0,0,0,7,0,0,0,1,0,29,254783
0,0,6,0,0,0,0,2,29,0,0,0,2,1,42,131193
1,1,14,1,1,1,1,2,67,1,0,0,1,0,31,322464
1,1,9,1,1,1,0,1,153,1,0,1,1,0,24,296894
0,1,6,0,1,0,1,0,30,0,0,0,1,0,31,51129
1,0,13,1,1,0,0,0,18,0,1,0,1,0,24,143518
1,1,12,1,1,0,1,0,21,1,1,0,1,0,32,302210
1,1,3,1,1,1,0,3,12,0,1,0,0,0,18,84549
0,1,8,1,1,1,1,1,19,0,0,0,1,0,30,280802
0,0,5,1,1,0,0,1,12,0,0,0,1,0,34,309247
1,1,9,1,1,0,1,1,47,0,0,0,1,0,18,44186
1,0,4,0,0,1,0,0,10,0,1,0,1,0,40,4796
1,0,6,1,1,0,1,1,51,0,0,1,1,0,38,371267
1,1,8,1,1,0,1,0,24,0,1,0,0,0,19,7703
0,1,5,1,0,0,0,0,7,0,0,0,0,0,20,82052
0,0,2,0,0,0,0,0,12,0,0,0,2,1,27,257340
1,0,4,0,0,0,0,0,6,0,1,0,0,0,32,353573
0,0,1,0,0,0,0,0,3,0,0,0,1,0,28,87519
1,1,5,0,1,0,0,2,15,0,1,0,1,0,32,342595
0,1,6,0,1,1,0,0,12,1,1,0,0,0,28,367329
1,1,8,1,1,0,1,0,13,0,0,0,0,0,38,113447
1,1,4,0,0,0,0,4,23,0,0,0,1,0,38,339451
1,1,5,0,1,1,0,0,10,0,0,0,1,0,31,22952
0,0,3,0,0,0,0,2,18,0,0,0,2,0,48,236553
0,1,12,1,1,0,1,4,47,1,1,1,1,1,31,111289
0,1,4,0,0,0,1,1,9,0,1,0,0,0,26,20625
1,1,9,1,1,1,1,0,23,1,1,0,0,0,38,27997
0,0,1,0,0,0,0,0,3,0,0,0,0,1,49,359568
0,0,5,0,1,0,1,1,23,0,0,0,1,0,25,226257
1,1,5,0,0,0,0,3,29,1,1,0,0,0,37,48294
1,1,10,0,0,1,1,0,14,1,1,0,0,0,18,103702
1,1,12,1,1,0,1,2,24,0,0,0,1,0,41,138468
1,1,12,1,1,1,1,0,32,0,0,0,1,0,23,97095
0,0,3,0,0,0,0,3,18,0,0,0,2,0,26,41464
1,1,7,0,0,0,1,3,17,0,1,0,1,0,29,228145
0,0,4,0,0,0,0,3,28,1,0,0,1,0,28,332812
0,1,5,0,1,1,1,0,19,0,0,0,2,0,29,10954
0,0,4,0,0,0,0,1,14,0,0,0,2,0,31,196748
1,1,9,1,1,1,1,2,35,1,0,0,1,0,29,214160
1,1,3,1,1,0,0,3,11,0,0,0,0,0,30,122657
1,0,2,0,0,0,0,1,6,0,0,1,0,0,30,249540
1,1,10,0,1,1,1,1,31,1,0,1,1,0,24,119156
1,1,13,0,0,0,1,3,32,1,0,0,1,0,24,199243
0,1,8,1,1,0,1,0,43,0,1,0,0,0,20,278600
0,0,4,0,0,0,0,2,15,0,0,0,1,0,37,206954
1,0,6,0,0,0,0,2,13,0,1,0,2,0,30,29875
0,0,1,0,0,0,0,2,6,0,0,0,1,0,28,17361
1,1,12,0,1,0,1,1,38,1,1,0,1,0,24,213197
1,1,6,0,0,0,0,3,22,0,0,0,1,0,28,123907
1,1,11,1,1,0,1,1,58,1,0,0,1,0,20,100224
0,0,3,0,0,0,0,2,26,0,1,0,2,1,31,371941
1,1,10,1,1,0,1,0,42,1,1,0,1,0,21,175935
1,1,8,1,1,0,1,0,24,0,1,0,1,0,18,52146
1,1,8,1,1,0,1,0,25,1,0,0,1,0,29,341449
0,0,4,1,1,0,0,0,8,0,1,0,0,0,18,5174
1,1,5,1,1,0,1,3,20,0,0,0,1,0,24,34722
0,0,3,1,1,0,0,0,14,0,0,0,0,0,18,83403
0,0,4,0,0,0,0,1,7,0,0,0,2,0,35,312086
0,1,8,0,0,0,0,0,34,0,0,0,0,0,46,109224
1,0,3,0,0,0,0,0,7,0,1,0,0,0,31,371693
1,1,10,0,0,0,1,0,24,1,0,0,1,0,23,62420
0,1,7,1,0,0,1,0,13,0,0,0,0,0,36,187388
1,1,9,1,1,0,1,2,37,0,0,0,1,0,27,251161
0,0,0,0,0,0,0,1,6,0,0,0,1,0,34,100560
1,1,10,0,1,0,1,0,45,0,1,0,1,0,26,96238
0,0,1,0,0,0,0,3,10,0,0,0,2,1,28,127045
0,1,11,1,1,0,1,1,43,1,0,0,1,0,22,226716
1,0,1,0,0,0,0,0,2,0,0,0,1,0,21,366631
1,1,8,1,1,0,1,2,35,1,1,1,0,0,29,301800
1,1,6,1,1,0,0,2,19,0,1,0,1,0,22,144902
1,1,6,0,0,1,0,2,24,0,1,0,0,0,47,296540
0,0,2,0,0,0,0,0,4,0,1,0,0,0,31,314690
0,1,8,1,1,0,1,0,13,0,0,0,0,0,35,338077
0,1,5,0,0,0,1,0,9,0,0,0,0,0,18,353944
0,0,4,0,0,0,0,3,25,0,0,0,2,0,38,224132
0,0,4,1,1,0,0,2,23,1,1,1,0,0,20,249690
1,0,3,0,0,1,0,1,11,0,1,0,1,0,50,141751
1,1,9,1,1,0,1,0,23,0,1,0,1,0,23,256297
0,1,6,1,1,0,1,0,29,0,1,0,1,0,74,227533
1,0,11,1,1,0,1,0,35,1,0,0,1,0,25,147527
0,0,2,0,0,0,0,1,10,0,0,0,2,0,43,238439
1,0,5,1,1,0,0,0,11,0,0,0,0,0,54,361426
0,1,6,0,0,0,0,0,13,0,0,0,0,0,62,202337
0,1,8,1,1,0,1,0,30,1,0,0,1,0,46,337994
1,1,7,0,0,1,0,2,17,1,1,0,1,0,25,146283
0,0,2,0,1,0,0,0,3,0,0,0,0,0,32,337097
1,1,7,1,0,0,1,0,35,0,0,0,0,0,22,237244
1,1,8,0,0,1,1,0,21,1,1,0,1,0,23,103189
1,0,3,0,0,0,0,1,8,0,0,0,1,0,29,184522
1,1,6,1,1,1,0,3,38,0,1,0,1,0,31,40127
0,1,13,1,0,0,1,0,24,1,1,0,1,0,21,140901
0,0,5,0,0,0,0,0,10,0,1,0,1,0,25,50939
0,0,10,0,1,0,1,0,46,1,0,0,1,0,39,50217
1,1,8,1,1,0,1,0,19,0,0,0,1,0,17,257679
0,0,5,0,0,0,0,1,11,0,1,0,1,0,17,312566
0,1,5,1,1,0,1,0,15,1,0,0,1,0,56,69307
0,0,5,0,0,0,0,0,42,0,0,0,2,0,27,228028
0,0,2,0,0,0,0,1,8,0,0,0,1,0,43,290065
1,1,9,1,1,0,1,0,17,1,0,0,0,0,36,71456
1,0,3,0,0,0,0,0,5,0,1,0,1,0,22,295115
0,0,4,0,0,0,0,3,60,0,1,0,2,0,23,266456
0,0,4,1,1,0,0,0,12,0,0,0,0,0,65,221285
0,0,6,0,1,0,1,1,17,0,0,0,1,1,35,340074
1,1,9,1,1,1,1,1,37,1,0,0,0,0,19,57122
0,1,7,0,0,0,0,1,52,0,0,0,1,0,36,258400
1,1,10,1,1,0,1,2,44,1,0,1,1,0,43,279476
1,0,8,0,0,0,0,0,24,0,0,0,3,0,25,181973
0,1,5,1,0,0,1,0,13,1,1,0,1,0,30,60322
0,0,4,1,1,0,0,0,6,0,0,0,0,0,17,259648
0,1,2,0,1,0,0,3,8,0,0,0,0,0,26,139572
0,1,6,0,0,0,1,0,9,0,0,0,1,0,19,278199
1,1,7,0,0,0,0,3,29,0,1,0,1,0,29,71627
0,0,5,1,1,0,0,0,8,0,0,0,1,0,31,269916
0,1,9,0,1,0,0,1,47,0,0,0,1,0,40,249314
0,1,13,1,1,0,1,0,18,1,0,0,0,0,28,331068
0,0,2,1,1,1,0,1,9,0,1,0,0,0,23,293055
0,0,6,0,0,0,0,1,26,0,1,0,1,0,30,254587
1,1,9,1,1,0,1,0,17,0,1,0,1,0,22,205383
1,0,24,1,1,0,1,0,35,0,0,0,2,0,44,115281
1,0,7,0,1,0,1,0,12,1,0,0,1,0,39,137945
0,0,2,0,0,0,0,2,11,0,0,0,1,1,40,192533
1,0,1,0,0,0,0,0,4,0,0,0,0,0,17,352446
1,1,7,1,1,0,0,1,28,0,1,0,1,0,31,222893
1,1,10,1,1,0,1,1,66,1,1,0,1,0,21,164988
0,1,20,0,0,0,1,0,33,1,0,0,3,0,30,2757
1,1,6,1,1,1,0,2,24,0,0,0,2,0,30,46156
1,1,5,1,1,0,0,3,18,0,1,0,1,0,34,23936
1,1,12,0,0,0,1,1,28,0,1,0,1,0,22,157240
0,0,2,0,0,0,0,2,24,0,0,0,2,1,51,166898
1,1,7,1,1,0,1,3,41,0,1,1,1,0,28,251706
1,1,10,1,1,1,1,1,36,1,0,0,1,0,31,361051
1,1,11,0,1,0,1,3,23,1,0,0,0,0,43,369665
0,1,6,0,1,0,1,3,66,0,0,0,1,1,28,184517
0,0,5,0,0,0,0,0,7,0,0,0,0,0,47,41012
1,1,7,1,1,0,0,4,24,0,0,0,1,0,31,94067
1,1,7,1,1,0,0,3,32,0,1,0,1,0,33,227296
1,1,10,1,1,0,1,4,28,1,1,0,1,0,20,329316
0,0,2,0,0,0,0,0,5,0,1,0,0,0,20,67197
0,0,2,0,0,0,0,0,3,0,0,0,0,0,42,9450
0,1,9,1,1,0,1,1,32,1,1,0,1,0,34,248890
0,1,5,1,1,0,0,1,25,0,0,0,1,0,32,248687
1,1,9,1,1,0,1,0,17,1,0,0,1,0,43,310066
1,1,4,1,1,0,1,1,15,1,0,0,1,0,30,372019
0,0,6,1,1,0,0,1,30,0,1,0,1,1,30,78148
1,1,11,1,1,0,1,0,18,1,0,0,0,0,30,229208
0,0,3,0,0,0,0,3,14,0,0,0,2,0,44,310477
1,1,9,1,1,1,1,1,55,0,1,0,1,1,43,88820
1,1,8,1,1,0,1,0,16,1,0,0,0,0,18,43386
0,1,8,1,1,0,1,0,13,0,0,0,1,0,46,369528
1,1,11,1,1,0,1,3,59,1,1,0,1,0,24,131951
1,1,6,0,0,0,0,2,14,0,0,0,1,0,26,301133
1,0,4,0,0,0,0,2,19,0,1,1,0,0,20,25710
1,0,5,0,0,0,0,0,10,0,1,0,0,0,39,133717
0,0,10,0,1,0,1,0,18,1,0,0,1,0,30,325855
0,0,5,0,0,0,0,1,16,1,0,0,1,0,23,84302
0,1,6,1,1,0,0,4,29,0,0,0,2,0,36,344600
0,1,6,1,1,0,1,0,15,0,0,0,1,0,18,147000
0,0,3,0,0,0,0,1,26,0,0,0,1,1,28,163821
0,1,8,1,1,1,1,0,17,1,0,0,0,0,58,172220
0,0,6,1,1,0,0,1,27,0,0,0,1,0,19,234007
0,1,5,1,1,0,0,1,27,1,0,0,1,0,21,165866
1,0,7,0,0,0,0,1,21,0,0,1,1,0,21,264240
1,0,2,0,1,0,0,1,4,0,0,0,0,0,36,306605
0,0,12,1,1,1,1,1,35,0,0,0,3,1,30,94052
0,1,3,0,1,0,0,0,6,0,0,0,0,0,64,313978
0,0,10,1,0,0,1,0,15,1,0,0,0,0,28,100321
0,0,0,0,0,0,0,2,29,0,0,0,1,0,45,329930
0,0,3,0,0,0,0,2,12,0,0,0,2,1,36,82733
0,0,3,0,0,1,0,2,20,0,0,0,2,0,25,25273
1,0,4,0,0,0,0,1,11,0,0,0,1,0,20,311767
1,1,7,1,1,0,1,2,21,1,0,0,1,0,23,193418
0,1,8,0,1,0,1,0,23,0,1,0,2,0,24,47473
1,1,7,1,1,1,1,1,43,0,0,0,1,0,26,177253
0,1,6,1,1,0,1,1,12,0,0,0,1,0,67,359946
0,0,8,1,0,0,1,1,22,0,0,0,0,0,27,302787
0,0,3,1,0,0,0,0,5,0,1,0,0,0,20,306627
1,0,2,0,0,0,0,0,10,0,0,0,1,1,30,257536
1,1,13,1,1,0,1,2,30,0,0,0,1,0,29,218799
1,0,5,1,1,0,0,2,13,0,1,1,0,0,22,10865
0,0,4,0,0,0,0,0,16,0,0,0,2,0,56,125384
1,1,17,1,1,0,1,4,74,1,1,0,3,0,20,330774
1,1,8,1,1,0,1,0,21,1,0,0,0,0,25,104597
0,1,7,0,0,0,1,1,17,0,0,0,1,0,23,40687
0,1,3,0,1,0,1,0,7,0,0,0,0,0,56,22149
0,1,3,0,0,0,0,0,27,0,1,0,0,0,28,313892
0,0,1,0,0,0,0,0,5,0,0,0,1,0,31,24746
0,0,0,0,0,0,0,0,3,0,0,0,2,0,23,184321
1,1,9,1,0,0,0,2,24,1,0,0,0,0,25,304210
1,0,6,0,0,0,0,1,14,0,1,0,1,0,17,112731
0,0,2,0,0,0,0,1,4,0,0,0,1,0,37,327806
0,1,5,0,0,0,0,2,34,0,0,0,1,0,68,173164
0,0,2,0,0,0,0,1,10,0,0,0,1,1,39,118815
0,0,5,1,1,0,0,0,9,0,0,0,1,0,50,307948
0,1,5,0,1,0,1,0,45,0,0,0,1,0,20,255174
1,1,10,0,0,1,1,4,46,1,1,0,1,0,19,146763
0,0,1,0,0,0,0,4,24,0,0,0,0,1,41,107248
1,1,9,1,1,1,1,0,21,0,0,0,1,0,17,3839
1,1,4,1,0,0,1,0,9,0,0,0,0,0,45,310496
1,0,4,0,0,0,0,2,10,0,0,1,0,0,25,130508
0,1,8,1,1,0,1,0,18,0,0,0,0,0,21,113659
1,1,4,1,1,0,0,4,29,0,0,0,1,0,29,265352
0,0,8,0,0,0,0,1,34,1,1,0,1,1,21,74385
1,0,6,1,0,1,0,1,27,1,1,0,1,0,24,115096
1,1,10,1,1,0,1,2,45,0,0,0,2,0,32,256313
0,0,3,1,0,0,0,1,18,0,0,0,0,0,42,127772
0,1,2,1,1,0,0,0,7,0,1,0,0,0,25,7517
0,1,8,1,1,0,1,1,46,1,0,0,1,0,26,29187
0,0,10,1,1,0,1,2,58,1,0,0,2,0,29,237939
0,0,2,0,0,0,0,0,10,0,0,0,2,0,36,120301
0,0,3,0,0,0,0,2,24,1,0,0,1,1,26,224419
0,0,4,1,0,0,0,0,7,0,0,0,0,0,26,187356
1,1,10,1,1,0,1,2,38,0,0,0,1,0,19,288324
1,1,7,1,1,0,0,3,20,1,0,1,1,0,28,173270
1,0,1,0,0,0,0,0,2,0,0,0,0,0,22,4460
1,1,15,1,1,0,1,0,49,1,0,0,1,0,34,290888
1,1,9,1,1,0,1,0,16,1,1,0,1,0,42,260799
0,0,3,0,0,0,0,1,5,0,0,0,0,0,44,243432
1,1,14,1,1,0,1,1,38,1,1,0,1,0,21,129035
0,0,9,1,1,0,0,2,16,0,0,0,1,0,22,317651
1,1,6,1,1,1,1,0,41,0,0,0,1,0,55,137580
0,1,7,0,1,0,1,0,14,1,0,0,1,0,30,75610
0,0,5,1,1,0,0,0,12,1,1,0,1,0,20,195504
1,1,12,1,1,0,0,1,58,0,1,0,1,0,36,284113
1,1,7,1,0,0,1,0,14,1,0,0,0,0,39,146858
1,1,12,0,0,0,1,1,52,1,1,1,1,0,22,351647
0,0,10,0,1,0,1,0,30,1,0,0,1,0,27,367082
1,1,7,1,1,0,1,0,24,0,1,0,1,0,16,139514
1,1,11,1,1,1,1,0,29,1,0,0,0,0,24,200425
1,1,9,1,1,0,1,0,34,1,1,0,1,0,26,82691
0,0,4,1,0,0,1,0,6,0,0,0,0,0,26,155292
0,1,16,0,0,0,1,0,28,1,1,0,2,0,23,2231
1,0,5,0,0,0,0,0,10,0,1,0,0,0,41,47959
0,1,6,0,0,0,1,0,9,0,0,0,1,0,51,287220
1,1,10,0,0,0,0,1,17,0,0,0,1,0,29,29498
0,0,5,0,0,0,0,0,17,0,0,0,1,0,63,255771
1,1,5,1,1,0,1,1,18,0,0,0,1,0,28,224375
1,1,12,1,1,1,1,1,36,1,1,0,1,0,34,113464
0,0,2,0,0,0,0,0,6,1,1,0,0,0,45,279969
1,0,6,0,0,1,0,1,24,0,1,0,1,0,39,157197
0,0,1,0,0,0,0,0,2,0,0,0,0,0,51,269610
0,0,5,0,0,0,0,0,12,0,0,0,1,0,30,182178
1,1,7,1,1,1,1,0,24,1,1,0,0,0,21,45909
1,1,7,1,1,0,1,0,12,0,0,0,1,0,41,274889
0,0,2,0,0,0,0,0,5,0,0,0,2,0,28,125224
0,0,3,0,0,0,0,0,6,0,1,0,2,0,47,46684
1,1,7,1,1,1,0,2,17,0,1,0,0,0,20,11529
0,1,4,0,0,0,0,2,23,0,0,0,1,0,35,313233
0,1,8,1,1,1,1,0,33,1,0,0,1,0,24,78904
1,1,11,1,1,0,1,0,21,0,1,0,0,0,61,99716
1,1,13,1,1,1,1,0,23,1,0,0,1,0,36,255972
0,1,6,0,1,0,1,0,22,1,0,0,0,0,26,244494
1,1,6,1,0,1,1,0,18,0,0,0,1,0,36,61962
1,1,5,0,1,0,1,4,28,0,0,0,1,0,27,91902
1,1,8,0,0,0,1,0,15,1,0,0,1,0,36,325395
1,1,6,1,1,1,0,3,31,1,0,0,1,0,30,12366
1,0,7,0,0,0,0,1,15,0,0,0,1,0,38,91843
0,0,1,0,0,0,0,1,6,0,0,0,1,0,34,266342
1,1,11,1,1,0,1,1,32,1,1,0,1,0,18,249455
0,0,5,0,0,0,0,0,9,0,1,0,0,0,17,161895
0,1,14,1,1,0,1,1,100,0,0,0,1,1,27,306235
0,1,5,0,1,0,1,1,27,0,0,0,1,0,32,78959
0,1,8,0,1,0,1,0,18,1,0,0,1,0,42,261979
1,1,8,0,0,0,0,2,33,1,1,0,1,0,25,234525
0,0,0,0,0,0,0,0,4,0,0,0,0,0,49,100827
0,0,3,0,0,0,0,0,5,0,1,0,0,0,41,56136
0,1,5,0,0,0,0,1,15,0,1,0,1,0,46,364395
1,0,4,0,0,0,0,0,5,0,1,0,0,0,23,125571
1,0,4,1,0,0,0,1,23,0,1,0,1,1,35,182080
1,1,9,0,1,0,0,4,35,0,1,0,1,0,28,132178
0,0,4,0,1,0,1,0,8,0,0,0,0,0,20,31958
1,1,12,1,1,0,0,3,64,1,1,0,1,0,28,293019
0,1,4,0,0,0,0,2,8,0,1,0,0,0,28,268154
1,1,11,1,1,0,1,3,25,1,0,0,1,0,20,165385
0,0,4,1,0,0,0,0,5,0,0,0,0,0,17,224361
0,0,3,0,0,0,0,0,13,0,0,0,1,0,47,48896
